category,subcategory,name,rasa_taste,virya_potency,vipaka_post_digestive,properties,dosha_effect,therapeutic_uses,contraindications,condition_disease,treatment_type,formulation_ingredients,preparation_method,dosage,diet_recommendation,lifestyle_recommendation,season,dosha_involved,symptom,prognosis,principle,source_reference,training_prompt,training_response
home_remedies,practical_application,Home remedy for Constipation,,,,,For V and K imbalance,Constipation,,Constipation,home remedy,"triphala powder, warm water",Drink at night before sleep,Drink at night before sleep,,,,V and K,Constipation,,Based on Charaka Samhita principles for Constipation,Su27,What is the Ayurvedic home remedy for Constipation according to Charaka Samhita?,"For Constipation: Triphala churna at night: 1 tsp triphala powder in warm water at bedtime. Ingredients: triphala powder, warm water. Method: Drink at night before sleep. This addresses V and K imbalance. Source: Su27."
home_remedies,practical_application,Home remedy for Joint pain (Vata),,,,,For V imbalance,Joint pain (Vata),,Joint pain (Vata),home remedy,"sesame oil (tila taila), warm cloth","Warm oil and massage gently for 20-30 minutes, then apply warm compress","Warm oil and massage gently for 20-30 minutes, then apply warm compress",,,,V,Joint pain (Vata),,Based on Charaka Samhita principles for Joint pain (Vata),"Su5, Ci28",What is the Ayurvedic home remedy for Joint pain (Vata) according to Charaka Samhita?,"For Joint pain (Vata): Warm sesame oil massage: massage affected joints with warm sesame oil, cover with warm cloth. Ingredients: sesame oil (tila taila), warm cloth. Method: Warm oil and massage gently for 20-30 minutes, then apply warm compress. This addresses V imbalance. Source: Su5, Ci28."
home_remedies,practical_application,Home remedy for Burning sensation/hyperacidity,,,,,For P imbalance,Burning sensation/hyperacidity,,Burning sensation/hyperacidity,home remedy,"amalaki (Emblica officinalis), cold water or coconut water",Drink on empty stomach in morning and before meals,Drink on empty stomach in morning and before meals,,,,P,Burning sensation/hyperacidity,,Based on Charaka Samhita principles for Burning sensation/hyperacidity,Su27,What is the Ayurvedic home remedy for Burning sensation/hyperacidity according to Charaka Samhita?,"For Burning sensation/hyperacidity: Amalaki (amla) in cold water: 1 tsp amla powder or 2 tsp fresh amla juice in cold water. Ingredients: amalaki (Emblica officinalis), cold water or coconut water. Method: Drink on empty stomach in morning and before meals. This addresses P imbalance. Source: Su27."
home_remedies,practical_application,Home remedy for Insomnia,,,,,For V imbalance,Insomnia,,Insomnia,home remedy,"ashwagandha (Withania somnifera), warm milk, nutmeg",Drink 1 hour before sleep,Drink 1 hour before sleep,,,,V,Insomnia,,Based on Charaka Samhita principles for Insomnia,"Su27, Ci28",What is the Ayurvedic home remedy for Insomnia according to Charaka Samhita?,"For Insomnia: Warm milk with ashwagandha: heat 1 cup milk with 1 tsp ashwagandha powder and pinch of nutmeg. Ingredients: ashwagandha (Withania somnifera), warm milk, nutmeg. Method: Drink 1 hour before sleep. This addresses V imbalance. Source: Su27, Ci28."
home_remedies,practical_application,Home remedy for Fever (mild),,,,,For All doshas imbalance,Fever (mild),,Fever (mild),home remedy,"guduchi (Tinospora cordifolia), water, optionally with honey","Drink twice daily, warm; light diet of rice gruel only","Drink twice daily, warm; light diet of rice gruel only",,,,All doshas,Fever (mild),,Based on Charaka Samhita principles for Fever (mild),Ci1,What is the Ayurvedic home remedy for Fever (mild) according to Charaka Samhita?,"For Fever (mild): Guduchi (giloy) decoction: boil 1 inch piece of fresh giloy stem in 2 cups water until reduced to 1 cup. Ingredients: guduchi (Tinospora cordifolia), water, optionally with honey. Method: Drink twice daily, warm; light diet of rice gruel only. This addresses All doshas imbalance. Source: Ci1."
home_remedies,practical_application,Home remedy for Skin irritation/rash,,,,,For P and K imbalance,Skin irritation/rash,,Skin irritation/rash,home remedy,fresh neem (Azadirachta indica) leaves,"Apply paste, leave for 30 min, wash with cool water. Do not use on open wounds","Apply paste, leave for 30 min, wash with cool water. Do not use on open wounds",,,,P and K,Skin irritation/rash,,Based on Charaka Samhita principles for Skin irritation/rash,Ci7,What is the Ayurvedic home remedy for Skin irritation/rash according to Charaka Samhita?,"For Skin irritation/rash: Neem (nimba) paste application: grind fresh neem leaves into paste and apply to affected area. Ingredients: fresh neem (Azadirachta indica) leaves. Method: Apply paste, leave for 30 min, wash with cool water. Do not use on open wounds. This addresses P and K imbalance. Source: Ci7."
home_remedies,practical_application,Home remedy for Diarrhea (mild),,,,,For P imbalance,Diarrhea (mild),,Diarrhea (mild),home remedy,"pomegranate, rock salt, roasted cumin",Drink 50-100ml every 2-3 hours; light diet of rice gruel,Drink 50-100ml every 2-3 hours; light diet of rice gruel,,,,P,Diarrhea (mild),,Based on Charaka Samhita principles for Diarrhea (mild),Ci19,What is the Ayurvedic home remedy for Diarrhea (mild) according to Charaka Samhita?,"For Diarrhea (mild): Pomegranate juice with rock salt: fresh pomegranate juice with pinch of rock salt and roasted cumin. Ingredients: pomegranate, rock salt, roasted cumin. Method: Drink 50-100ml every 2-3 hours; light diet of rice gruel. This addresses P imbalance. Source: Ci19."
home_remedies,practical_application,Home remedy for Obesity and weight management,,,,,For K imbalance,Obesity and weight management,,Obesity and weight management,home remedy,"honey, warm water",Drink on empty stomach; follow with 30 min walk; avoid cold foods and daytime sleep,Drink on empty stomach; follow with 30 min walk; avoid cold foods and daytime sleep,,,,K,Obesity and weight management,,Based on Charaka Samhita principles for Obesity and weight management,Su27,What is the Ayurvedic home remedy for Obesity and weight management according to Charaka Samhita?,"For Obesity and weight management: Honey-warm water in morning: 1 tsp honey in glass of warm water first thing in morning. Ingredients: honey, warm water. Method: Drink on empty stomach; follow with 30 min walk; avoid cold foods and daytime sleep. This addresses K imbalance. Source: Su27."
home_remedies,practical_application,Home remedy for Poor memory and concentration,,,,,For P and V (mind) imbalance,Poor memory and concentration,,Poor memory and concentration,home remedy,"brahmi (Bacopa monnieri), ghee",Take in morning on empty stomach with warm water,Take in morning on empty stomach with warm water,,,,P and V (mind),Poor memory and concentration,,Based on Charaka Samhita principles for Poor memory and concentration,Ci9,What is the Ayurvedic home remedy for Poor memory and concentration according to Charaka Samhita?,"For Poor memory and concentration: Brahmi ghee: 1 tsp brahmi (Bacopa monnieri) powder cooked in 2 tsp warm ghee, take daily. Ingredients: brahmi (Bacopa monnieri), ghee. Method: Take in morning on empty stomach with warm water. This addresses P and V (mind) imbalance. Source: Ci9."
home_remedies,practical_application,Home remedy for Hair loss,,,,,For P and V imbalance,Hair loss,,Hair loss,home remedy,"bhringaraj (Eclipta alba) oil, coconut/sesame base","Massage into scalp before sleep, wash morning","Massage into scalp before sleep, wash morning",,,,P and V,Hair loss,,Based on Charaka Samhita principles for Hair loss,Su5,What is the Ayurvedic home remedy for Hair loss according to Charaka Samhita?,"For Hair loss: Bhringaraj oil massage: massage warm bhringaraj oil into scalp at night; wash in morning. Ingredients: bhringaraj (Eclipta alba) oil, coconut/sesame base. Method: Massage into scalp before sleep, wash morning. This addresses P and V imbalance. Source: Su5."
home_remedies,practical_application,Home remedy for Headache,,,,,For V and K (head) imbalance,Headache,,Headache,home remedy,sesame oil,"Lie down with head tilted back, instill 2 drops each nostril, remain lying for 5 min; avoid in fever","Lie down with head tilted back, instill 2 drops each nostril, remain lying for 5 min; avoid in fever",,,,V and K (head),Headache,,Based on Charaka Samhita principles for Headache,Su5,What is the Ayurvedic home remedy for Headache according to Charaka Samhita?,"For Headache: Sesame oil nasya: warm 2 drops sesame oil, instill 2 drops in each nostril. Ingredients: sesame oil. Method: Lie down with head tilted back, instill 2 drops each nostril, remain lying for 5 min; avoid in fever. This addresses V and K (head) imbalance. Source: Su5."
home_remedies,practical_application,Home remedy for Diabetes (adjunct therapy),,,,,For K imbalance,Diabetes (adjunct therapy),,Diabetes (adjunct therapy),home remedy,bitter gourd (Momordica charantia),Take on empty stomach in morning; follow with prescribed Ayurvedic treatment,Take on empty stomach in morning; follow with prescribed Ayurvedic treatment,,,,K,Diabetes (adjunct therapy),,Based on Charaka Samhita principles for Diabetes (adjunct therapy),Ci6,What is the Ayurvedic home remedy for Diabetes (adjunct therapy) according to Charaka Samhita?,For Diabetes (adjunct therapy): Bitter gourd (karela) juice: 50-100ml fresh bitter gourd juice on empty stomach. Ingredients: bitter gourd (Momordica charantia). Method: Take on empty stomach in morning; follow with prescribed Ayurvedic treatment. This addresses K imbalance. Source: Ci6.
home_remedies,practical_application,Home remedy for General immunity tonic,,,,,For All doshas imbalance,General immunity tonic,,General immunity tonic,home remedy,Chyavan Prash (polyherbal jam based on amalaki),"Take 1-2 tsp with warm milk daily, preferably in morning","Take 1-2 tsp with warm milk daily, preferably in morning",,,,All doshas,General immunity tonic,,Based on Charaka Samhita principles for General immunity tonic,Ci1.1,What is the Ayurvedic home remedy for General immunity tonic according to Charaka Samhita?,"For General immunity tonic: Chyavan Prash: 1-2 tsp chyavan prash with warm milk in morning. Ingredients: Chyavan Prash (polyherbal jam based on amalaki). Method: Take 1-2 tsp with warm milk daily, preferably in morning. This addresses All doshas imbalance. Source: Ci1.1."
home_remedies,practical_application,Home remedy for Sore throat,,,,,For V and P imbalance,Sore throat,,Sore throat,home remedy,"yastimadhu (Glycyrrhiza glabra), water, optionally with honey",Gargle 2-3 times daily; avoid cold water,Gargle 2-3 times daily; avoid cold water,,,,V and P,Sore throat,,Based on Charaka Samhita principles for Sore throat,Ci18,What is the Ayurvedic home remedy for Sore throat according to Charaka Samhita?,"For Sore throat: Yastimadhu (licorice) gargle: boil 1 tsp licorice root powder in 2 cups water, gargle when warm. Ingredients: yastimadhu (Glycyrrhiza glabra), water, optionally with honey. Method: Gargle 2-3 times daily; avoid cold water. This addresses V and P imbalance. Source: Ci18."
home_remedies,practical_application,Home remedy for Fatigue and debility,,,,,For V and K imbalance,Fatigue and debility,,Fatigue and debility,home remedy,"ashwagandha (Withania somnifera), milk, cardamom, ghee",Drink once or twice daily for 3 months minimum,Drink once or twice daily for 3 months minimum,,,,V and K,Fatigue and debility,,Based on Charaka Samhita principles for Fatigue and debility,Ci8,What is the Ayurvedic home remedy for Fatigue and debility according to Charaka Samhita?,"For Fatigue and debility: Ashwagandha milk: 1 tsp ashwagandha powder boiled in 1 cup milk with pinch of cardamom and ghee. Ingredients: ashwagandha (Withania somnifera), milk, cardamom, ghee. Method: Drink once or twice daily for 3 months minimum. This addresses V and K imbalance. Source: Ci8."
home_remedies,practical_application,Home remedy for Eye strain,,,,,For P imbalance,Eye strain,,Eye strain,home remedy,rose water or triphala (strained solution),Wash eyes gently; blink eyes in the solution. Use daily,Wash eyes gently; blink eyes in the solution. Use daily,,,,P,Eye strain,,Based on Charaka Samhita principles for Eye strain,Su5,What is the Ayurvedic home remedy for Eye strain according to Charaka Samhita?,"For Eye strain: Rose water eye wash: few drops of pure rose water in eyes; or Triphala eye wash (1 tsp triphala in 1 cup water, strain well). Ingredients: rose water or triphala (strained solution). Method: Wash eyes gently; blink eyes in the solution. Use daily. This addresses P imbalance. Source: Su5."
home_remedies,practical_application,Home remedy for Piles/Hemorrhoids,,,,,For All types imbalance,Piles/Hemorrhoids,,Piles/Hemorrhoids,home remedy,"jimikand (surana/elephant yam), buttermilk, turmeric, cumin",Eat as part of regular diet; also apply castor oil topically to piles,Eat as part of regular diet; also apply castor oil topically to piles,,,,All types,Piles/Hemorrhoids,,Based on Charaka Samhita principles for Piles/Hemorrhoids,Ci14,What is the Ayurvedic home remedy for Piles/Hemorrhoids according to Charaka Samhita?,"For Piles/Hemorrhoids: Elephant yam (jimikand) cooked preparation: cook elephant yam (surana) with buttermilk, turmeric, and cumin. Ingredients: jimikand (surana/elephant yam), buttermilk, turmeric, cumin. Method: Eat as part of regular diet; also apply castor oil topically to piles. This addresses All types imbalance. Source: Ci14."
home_remedies,practical_application,Home remedy for Menstrual pain/irregularity,,,,,For V and P imbalance,Menstrual pain/irregularity,,Menstrual pain/irregularity,home remedy,"shatavari (Asparagus racemosus), warm milk, jaggery","Take daily, especially in first half of menstrual cycle","Take daily, especially in first half of menstrual cycle",,,,V and P,Menstrual pain/irregularity,,Based on Charaka Samhita principles for Menstrual pain/irregularity,"Su6, Ci",What is the Ayurvedic home remedy for Menstrual pain/irregularity according to Charaka Samhita?,"For Menstrual pain/irregularity: Shatavari with milk: 1 tsp shatavari powder in warm milk, drink before sleep. Ingredients: shatavari (Asparagus racemosus), warm milk, jaggery. Method: Take daily, especially in first half of menstrual cycle. This addresses V and P imbalance. Source: Su6, Ci."
seasonal_regimen,ritucharya,Vasanta (Spring),,,,,,,,,Purification: Vamana (emesis) is the ideal purification for spring to remove accumulated Kapha,,,,"Barley, wheat, old rice, honey, bitter vegetables, light meat of forest animals; avoid sweet, sour, oily, heavy, cold, new cereals, dairy","Wake early, exercise vigorously, dry massage (udvartana) with powder of barley-herb mixture, smoke medicated herbs, apply sandal paste, use fragrant substances; avoid daytime sleep",Vasanta (Spring) March-April (Chaitra-Vaishakha),"Kapha (accumulated in winter, liquefies in spring heat)",,,"Seasonal regimen for Vasanta (Spring): dosha Kapha (accumulated in winter, liquefies in spring heat)",Su6,What dietary and lifestyle regimen does Charaka Samhita prescribe for Vasanta (Spring)?,"Vasanta (Spring) (March-April (Chaitra-Vaishakha)): Dominant dosha: Kapha (accumulated in winter, liquefies in spring heat). Diet: Barley, wheat, old rice, honey, bitter vegetables, light meat of forest animals; avoid sweet, sour, oily, heavy, cold, new cereals, dairy. Lifestyle: Wake early, exercise vigorously, dry massage (udvartana) with powder of barley-herb mixture, smoke medicated herbs, apply sandal paste, use fragrant substances; avoid daytime sleep. Purification: Vamana (emesis) is the ideal purification for spring to remove accumulated Kapha. Source: Su6."
seasonal_regimen,ritucharya,Grishma (Summer),,,,,,,,,Purification: Gentle oleation; avoid harsh cleansing,,,,"Sweet, liquid, cold, unctuous foods; rice, milk, ghee, curd, sugarcane juice, cold water, wine diluted with water; avoid salty, sour, pungent, hot foods; avoid overexertion","Stay cool, wear light clothes, sleep in cool places, garlands of flowers, sandalwood paste; avoid hot sun, overexertion, sex; rest during midday; moonlight exposure at night",Grishma (Summer) May-June (Jyeshtha-Ashadha),Vata (accumulates; body is depleted),,,Seasonal regimen for Grishma (Summer): dosha Vata (accumulates; body is depleted),Su6,What dietary and lifestyle regimen does Charaka Samhita prescribe for Grishma (Summer)?,"Grishma (Summer) (May-June (Jyeshtha-Ashadha)): Dominant dosha: Vata (accumulates; body is depleted). Diet: Sweet, liquid, cold, unctuous foods; rice, milk, ghee, curd, sugarcane juice, cold water, wine diluted with water; avoid salty, sour, pungent, hot foods; avoid overexertion. Lifestyle: Stay cool, wear light clothes, sleep in cool places, garlands of flowers, sandalwood paste; avoid hot sun, overexertion, sex; rest during midday; moonlight exposure at night. Purification: Gentle oleation; avoid harsh cleansing. Source: Su6."
seasonal_regimen,ritucharya,Varsha (Rainy season),,,,,,,,,Purification: Basti (enema) is ideal - Vata is high; mildly purge Pitta,,,,"Sour, salty, unctuous food; old grains; meat soups; avoid raw vegetables, heavy indigestible food, river water, excessive liquid","Avoid cold, damp; use boiled or rain water; fumigation of home; no overexertion; use medicated wine (asava/arista) in small amounts; avoid daytime sleep; use dry clothes; avoid getting wet",Varsha (Rainy season) July-August (Shravana-Bhadrapada),"Vata (vitiated), Pitta (accumulates); Agni is weak",,,"Seasonal regimen for Varsha (Rainy season): dosha Vata (vitiated), Pitta (accumulates); Agni is weak",Su6,What dietary and lifestyle regimen does Charaka Samhita prescribe for Varsha (Rainy season)?,"Varsha (Rainy season) (July-August (Shravana-Bhadrapada)): Dominant dosha: Vata (vitiated), Pitta (accumulates); Agni is weak. Diet: Sour, salty, unctuous food; old grains; meat soups; avoid raw vegetables, heavy indigestible food, river water, excessive liquid. Lifestyle: Avoid cold, damp; use boiled or rain water; fumigation of home; no overexertion; use medicated wine (asava/arista) in small amounts; avoid daytime sleep; use dry clothes; avoid getting wet. Purification: Basti (enema) is ideal - Vata is high; mildly purge Pitta. Source: Su6."
seasonal_regimen,ritucharya,Sharad (Autumn),,,,,,,,,Purification: Virechana (purgation) is ideal for autumn to purify accumulated Pitta; also raktamokshana (blood-letting),,,,"Sweet, light, bitter, astringent; wheat, rice, barley, green gram, amalaki, grapes, pomegranate, honey; avoid sour, salty, hot, heavy, oily, pungent foods; no curd at night",Wear light clothes; moonlight exposure beneficial; avoid excessive sun and dew; avoid sleeping under open sky at night; moderate exercise,Sharad (Autumn) September-October (Ashwin-Kartik),Pitta (vitiated after rainy season accumulation),,,Seasonal regimen for Sharad (Autumn): dosha Pitta (vitiated after rainy season accumulation),Su6,What dietary and lifestyle regimen does Charaka Samhita prescribe for Sharad (Autumn)?,"Sharad (Autumn) (September-October (Ashwin-Kartik)): Dominant dosha: Pitta (vitiated after rainy season accumulation). Diet: Sweet, light, bitter, astringent; wheat, rice, barley, green gram, amalaki, grapes, pomegranate, honey; avoid sour, salty, hot, heavy, oily, pungent foods; no curd at night. Lifestyle: Wear light clothes; moonlight exposure beneficial; avoid excessive sun and dew; avoid sleeping under open sky at night; moderate exercise. Purification: Virechana (purgation) is ideal for autumn to purify accumulated Pitta; also raktamokshana (blood-letting). Source: Su6."
seasonal_regimen,ritucharya,Hemanta (Early winter),,,,,,,,,Purification: None required; focus on nourishment,,,,"Sweet, sour, salty, heavy, unctuous; milk, meat, ghee, sesame, new rice, wine, sugarcane; avoid light, cold, dry foods; eat heartily as Agni is strong","Oil massage, exercise, warm clothes, warm baths; unction with sesame or mustard oil; warm bed and environment; vigorous lifestyle; sex is appropriate in winter",Hemanta (Early winter) November-December (Margashirsha-Pausha),Kapha (accumulates); Agni is strongest,,,Seasonal regimen for Hemanta (Early winter): dosha Kapha (accumulates); Agni is strongest,Su6,What dietary and lifestyle regimen does Charaka Samhita prescribe for Hemanta (Early winter)?,"Hemanta (Early winter) (November-December (Margashirsha-Pausha)): Dominant dosha: Kapha (accumulates); Agni is strongest. Diet: Sweet, sour, salty, heavy, unctuous; milk, meat, ghee, sesame, new rice, wine, sugarcane; avoid light, cold, dry foods; eat heartily as Agni is strong. Lifestyle: Oil massage, exercise, warm clothes, warm baths; unction with sesame or mustard oil; warm bed and environment; vigorous lifestyle; sex is appropriate in winter. Purification: None required; focus on nourishment. Source: Su6."
seasonal_regimen,ritucharya,Shishira (Late winter),,,,,,,,,Purification: Reducing therapy for K-excess cases,,,,"Same as Hemanta - heavy, unctuous, sweet, sour, salty; warm food and drink; avoid cold, dry, light foods",Similar to Hemanta; protect from cold; warm clothing; warm oil massage; avoid cold water baths if possible,Shishira (Late winter) January-February (Magha-Phalguna),Kapha (predominant); cold and dry,,,Seasonal regimen for Shishira (Late winter): dosha Kapha (predominant); cold and dry,Su6,What dietary and lifestyle regimen does Charaka Samhita prescribe for Shishira (Late winter)?,"Shishira (Late winter) (January-February (Magha-Phalguna)): Dominant dosha: Kapha (predominant); cold and dry. Diet: Same as Hemanta - heavy, unctuous, sweet, sour, salty; warm food and drink; avoid cold, dry, light foods. Lifestyle: Similar to Hemanta; protect from cold; warm clothing; warm oil massage; avoid cold water baths if possible. Purification: Reducing therapy for K-excess cases. Source: Su6."
formulation,specific_formula_with_quantities,Anutaila (medicated nasal oil),,,,,,"Destroys tridosha; strengthens all sense organs; clears sinuses, improves vision, hearing, smell; prevents ENT diseases",,"Stiffness of neck, headache, facial paralysis, lockjaw, chronic rhinitis, migraine, head tremors; prevents premature greying, hair loss",Taila (medicated oil),"chandana (sandalwood), aguru, patra, daruharidra bark, madhuka, bala, prapaundarika, sukshma ela, vidanga, bilva, utpala, hribera, usira, kaivarta musta, sariva, shalaparni, kesara - boiled in 100x rainwater, cooked with goat's milk 10 times",Herbs boiled in 100 times their weight in pure rainwater; remaining decoction (10x volume of oil) used to cook oil; goat's milk added in 10th cooking,"Half pala (20ml) per session via cotton swab in nostrils, every 3rd day for a week",,,,,,,"Classical Ayurvedic formula: Anutaila (medicated nasal oil) for Stiffness of neck, headache, facial paralysis, lockjaw, chronic rhinitis, migraine, head tremors; prevents premature greying, hair loss",Su5#56-70,What is the preparation and use of Anutaila (medicated nasal oil) according to Charaka Samhita?,"Anutaila (medicated nasal oil) is a Taila (medicated oil). Ingredients: chandana (sandalwood), aguru, patra, daruharidra bark, madhuka, bala, prapaundarika, sukshma ela, vidanga, bilva, utpala, hribera, usira, kaivarta musta, sariva, shalaparni, kesara - boiled in 100x rainwater, cooked with goat's milk 10 times. Preparation: Herbs boiled in 100 times their weight in pure rainwater; remaining decoction (10x volume of oil) used to cook oil; goat's milk added in 10th cooking. Dose: Half pala (20ml) per session via cotton swab in nostrils, every 3rd day for a week. Indications: Stiffness of neck, headache, facial paralysis, lockjaw, chronic rhinitis, migraine, head tremors; prevents premature greying, hair loss. Benefits: Destroys tridosha; strengthens all sense organs; clears sinuses, improves vision, hearing, smell; prevents ENT diseases. Source: Su5#56-70."
formulation,specific_formula_with_quantities,Dhumapana churna (medicated smoking formula),,,,,,"Clears heart, throat and sense organs; lightens head; pacifies V+K",,"Heaviness and pain in head, chronic rhinitis, hemicrania, earache, cough, hiccup, dyspnoea, spasm in throat, weak teeth, alopecia, excessive drowsiness, poor intellect",Dhumavarti (smoking stick),"harenuka, priyangu, prthvika, kesara, nakha, hribera, chandana, patra, twak, ela, usira, pakmaka, dhyamaka, madhuka, mamsi, guggulu, aguru, sarkara, bark of nyagrodha, udumbara, ashvattha, plaksa, lodhra, vanya, sarjarasa, musta, saileya, kamala, utpala, srivestaka, sallaki, sthauneyaka","Grind all herbs, paste on reed, shape barley-sized suppository, 8 fingers long; dry well; insert in smoking pipe with fat","3 puffs, 3 times daily; inhale through nostril for head diseases, through mouth for throat",,,,,,,"Classical Ayurvedic formula: Dhumapana churna (medicated smoking formula) for Heaviness and pain in head, chronic rhinitis, hemicrania, earache, cough, hiccup, dyspnoea, spasm in throat, weak teeth, alopecia, excessive drowsiness, poor intellect",Su5#20-55,What is the preparation and use of Dhumapana churna (medicated smoking formula) according to Charaka Samhita?,"Dhumapana churna (medicated smoking formula) is a Dhumavarti (smoking stick). Ingredients: harenuka, priyangu, prthvika, kesara, nakha, hribera, chandana, patra, twak, ela, usira, pakmaka, dhyamaka, madhuka, mamsi, guggulu, aguru, sarkara, bark of nyagrodha, udumbara, ashvattha, plaksa, lodhra, vanya, sarjarasa, musta, saileya, kamala, utpala, srivestaka, sallaki, sthauneyaka. Preparation: Grind all herbs, paste on reed, shape barley-sized suppository, 8 fingers long; dry well; insert in smoking pipe with fat. Dose: 3 puffs, 3 times daily; inhale through nostril for head diseases, through mouth for throat. Indications: Heaviness and pain in head, chronic rhinitis, hemicrania, earache, cough, hiccup, dyspnoea, spasm in throat, weak teeth, alopecia, excessive drowsiness, poor intellect. Benefits: Clears heart, throat and sense organs; lightens head; pacifies V+K. Source: Su5#20-55."
formulation,specific_formula_with_quantities,Vata-alleviating enema (Sneha basti - classic formula),,,,,,"Alleviates V, promotes strength and complexion",,"Classic Vata (nirama); constipation, V diseases, joint disorders, dryness",Sneha basti (unctuous enema),"milk 160ml, honey 80g, sesame oil 80g, ghee 80g",Churn the above ingredients together with churning stick until emulsified; warm to body temperature,240-320ml administered as enema; retain as long as comfortable,,,,,,,"Classical Ayurvedic formula: Vata-alleviating enema (Sneha basti - classic formula) for Classic Vata (nirama); constipation, V diseases, joint disorders, dryness",Si8#4,What is the preparation and use of Vata-alleviating enema (Sneha basti - classic formula) according to Charaka Samhita?,"Vata-alleviating enema (Sneha basti - classic formula) is a Sneha basti (unctuous enema). Ingredients: milk 160ml, honey 80g, sesame oil 80g, ghee 80g. Preparation: Churn the above ingredients together with churning stick until emulsified; warm to body temperature. Dose: 240-320ml administered as enema; retain as long as comfortable. Indications: Classic Vata (nirama); constipation, V diseases, joint disorders, dryness. Benefits: Alleviates V, promotes strength and complexion. Source: Si8#4."
formulation,specific_formula_with_quantities,Vata enema (sama type),,,,,,Alleviates Sama Vata (Vata with ama),,Vata with Ama (sama Vata); sluggish V with ama,Sneha basti,"sesame oil 80g, clear wine 80g, honey 80g, ghee 80g + decoction of bilvadi mula 160ml + decoction of horse gram 160ml",Mix all ingredients well; warm to body temperature,480ml administered as enema,,,,,,,Classical Ayurvedic formula: Vata enema (sama type) for Vata with Ama (sama Vata); sluggish V with ama,Si8#5,What is the preparation and use of Vata enema (sama type) according to Charaka Samhita?,"Vata enema (sama type) is a Sneha basti. Ingredients: sesame oil 80g, clear wine 80g, honey 80g, ghee 80g + decoction of bilvadi mula 160ml + decoction of horse gram 160ml. Preparation: Mix all ingredients well; warm to body temperature. Dose: 480ml administered as enema. Indications: Vata with Ama (sama Vata); sluggish V with ama. Benefits: Alleviates Sama Vata (Vata with ama). Source: Si8#5."
formulation,specific_formula_with_quantities,Panchatikta niruha basti (5 bitters non-unctuous enema),,,,,,"Purifies channels, alleviates Kapha-P type conditions",,"Prameha (diabetes), skin diseases (abhisyanda), channel obstruction (kushtha)",Niruha basti (non-unctuous enema),"decoction of patola 80ml, nimba 80ml, bhunimba 80ml, rasna 80ml, saptaparna 80ml (total 400ml) + honey 80g + oil 80g + paste of mustard 80g","Prepare decoctions separately, combine; mix in other ingredients; use warm",640ml administered as enema,,,,,,,"Classical Ayurvedic formula: Panchatikta niruha basti (5 bitters non-unctuous enema) for Prameha (diabetes), skin diseases (abhisyanda), channel obstruction (kushtha)",Si8#8,What is the preparation and use of Panchatikta niruha basti (5 bitters non-unctuous enema) according to Charaka Samhita?,"Panchatikta niruha basti (5 bitters non-unctuous enema) is a Niruha basti (non-unctuous enema). Ingredients: decoction of patola 80ml, nimba 80ml, bhunimba 80ml, rasna 80ml, saptaparna 80ml (total 400ml) + honey 80g + oil 80g + paste of mustard 80g. Preparation: Prepare decoctions separately, combine; mix in other ingredients; use warm. Dose: 640ml administered as enema. Indications: Prameha (diabetes), skin diseases (abhisyanda), channel obstruction (kushtha). Benefits: Purifies channels, alleviates Kapha-P type conditions. Source: Si8#8."
formulation,specific_formula_with_quantities,Anthelmintic non-unctuous enema,,,,,,"Anthelmintic, kills and expels intestinal worms",,"Worm infestation, intestinal parasites",Niruha basti,"decoction of vidanga, triphala, sigru seeds, musta, akuparni (total 400ml) + sesame oil 80ml + paste of vidanga and pippali","Prepare decoction, combine with oil and paste; churn well; use warm",480ml administered as enema,,,,,,,"Classical Ayurvedic formula: Anthelmintic non-unctuous enema for Worm infestation, intestinal parasites",Si8#9-10,What is the preparation and use of Anthelmintic non-unctuous enema according to Charaka Samhita?,"Anthelmintic non-unctuous enema is a Niruha basti. Ingredients: decoction of vidanga, triphala, sigru seeds, musta, akuparni (total 400ml) + sesame oil 80ml + paste of vidanga and pippali. Preparation: Prepare decoction, combine with oil and paste; churn well; use warm. Dose: 480ml administered as enema. Indications: Worm infestation, intestinal parasites. Benefits: Anthelmintic, kills and expels intestinal worms. Source: Si8#9-10."
formulation,specific_formula_with_quantities,Triphala-musta anti-saturation decoction,,,,,,"Purifies channels, reduces Kapha-fat, alleviates prameha and skin diseases",,"Diseases from over-saturation: prameha (diabetes), skin diseases, obesity, dyspepsia",Kashaya (decoction),"Triphala (amalaki, haritaki, bibhitaki), aragvadha, patha, saptaparna, kutaja, musta, madana, nimba - equal parts","Boil herbs in 8 parts water, reduce to 1/4; strain; take warm",50-100ml twice daily on empty stomach,,,,,,,"Classical Ayurvedic formula: Triphala-musta anti-saturation decoction for Diseases from over-saturation: prameha (diabetes), skin diseases, obesity, dyspepsia",Su23#10-12,What is the preparation and use of Triphala-musta anti-saturation decoction according to Charaka Samhita?,"Triphala-musta anti-saturation decoction is a Kashaya (decoction). Ingredients: Triphala (amalaki, haritaki, bibhitaki), aragvadha, patha, saptaparna, kutaja, musta, madana, nimba - equal parts. Preparation: Boil herbs in 8 parts water, reduce to 1/4; strain; take warm. Dose: 50-100ml twice daily on empty stomach. Indications: Diseases from over-saturation: prameha (diabetes), skin diseases, obesity, dyspepsia. Benefits: Purifies channels, reduces Kapha-fat, alleviates prameha and skin diseases. Source: Su23#10-12."
